Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006470~protein dephosphorylation	7	0.7650273224043715	0.010145372448121352	Q15262, P62714, P28828, Q9VXF1, P28827, Q15750, P63329	158	18	1414	3.4803094233473977	0.9999416184850287	0.9999416184850287	14.801680125454464
GOTERM_BP_DIRECT	GO:0016055~Wnt signaling pathway	5	0.546448087431694	0.017975562251342152	Q9UPN3, Q5R9W5, O75581, P91943, Q06486	158	10	1414	4.474683544303798	0.9999999705615883	0.9998284237438129	24.79469474531276
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	8	0.8743169398907104	0.023658308740738297	P0C8Z3, Q3UR85, Q80Z37, Q8WYB5, O35261, O75581, P91943, Q3TKT4	158	27	1414	2.6516643225503986	0.9999999998853553	0.9995142069072567	31.347817042022964
GOTERM_BP_DIRECT	GO:0006457~protein folding	6	0.6557377049180327	0.032354737285445974	Q8K2W3, Q9BTW9, O42123, Q91W90, Q24133, Q9D787	158	17	1414	3.1586001489203275	0.9999999999999779	0.9996143744738382	40.349485525298256
GOTERM_BP_DIRECT	GO:0042325~regulation of phosphorylation	3	0.32786885245901637	0.034083821170436124	Q6QI06, Q8K4Q0, O75943	158	3	1414	8.949367088607595	0.999999999999996	0.9986804647016652	42.00208129785494
GOTERM_BP_DIRECT	GO:0001938~positive regulation of endothelial cell proliferation	3	0.32786885245901637	0.034083821170436124	Q96EB6, Q6QI06, Q8K4Q0	158	3	1414	8.949367088607595	0.999999999999996	0.9986804647016652	42.00208129785494
GOTERM_BP_DIRECT	GO:0010468~regulation of gene expression	5	0.546448087431694	0.03549291040765739	P62714, P35570, E1BZ85, Q7L014, Q6QI06	158	12	1414	3.7289029535864984	0.999999999999999	0.9968425903426547	43.31703027230736
GOTERM_BP_DIRECT	GO:0000003~reproduction	4	0.4371584699453552	0.04940899904128513	Q86DA5, G5EBQ8, Q23551, Q9U489	158	8	1414	4.474683544303797	1.0	0.9990124297900475	54.887056062120664
GOTERM_BP_DIRECT	GO:0003007~heart morphogenesis	4	0.4371584699453552	0.04940899904128513	Q6V0I7, Q2PZL6, O42123, Q15750	158	8	1414	4.474683544303797	1.0	0.9990124297900475	54.887056062120664
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	13	1.4207650273224044	0.059310475710664015	Q96EB6, Q86DA5, Q3TKT4, P63329, P09324, Q8NI08, Q5ZJB4, Q8WYB5, Q15025, P91943, O75581, Q6N021, O70230	158	67	1414	1.7364443604761004	1.0	0.9993288281003345	61.72935130324997
GOTERM_BP_DIRECT	GO:0046676~negative regulation of insulin secretion	3	0.32786885245901637	0.06322567266988188	P35570, Q8K4Q0, P63329	158	4	1414	6.712025316455696	1.0	0.9990294798310447	64.15640766943156
GOTERM_BP_DIRECT	GO:0045892~negative regulation of transcription, DNA-templated	7	0.7650273224043715	0.06980681337124012	Q96EB6, Q15262, Q8WYB5, P27641, P91943, E1C2V1, Q3TKT4	158	27	1414	2.3202062822315987	1.0	0.9990100949641334	67.91418710325175
GOTERM_BP_DIRECT	GO:0006974~cellular response to DNA damage stimulus	8	0.8743169398907104	0.08416932052769206	Q96EB6, Q80Z37, Q80TP3, Q4QY64, Q86WJ1, P27641, Q8BKX6, O75943	158	35	1414	2.0455696202531644	1.0	0.9995198325754163	74.87236647679086
GOTERM_BP_DIRECT	GO:0018105~peptidyl-serine phosphorylation	5	0.546448087431694	0.09199811036827553	Q23551, Q6QI06, Q8BKX6, Q96Q15, Q06486	158	16	1414	2.7966772151898733	1.0	0.9995419517073006	78.04258132512088
GOTERM_BP_DIRECT	GO:0048854~brain morphogenesis	3	0.32786885245901637	0.09781009217977585	Q2IA00, Q9R095, Q00174	158	5	1414	5.369620253164557	1.0	0.9994839627031955	80.14947563042662
GOTERM_BP_DIRECT	GO:0051092~positive regulation of NF-kappaB transcription factor activity	3	0.32786885245901637	0.09781009217977585	A2AIV8, Q15750, Q99KF0	158	5	1414	5.369620253164557	1.0	0.9994839627031955	80.14947563042662
GOTERM_BP_DIRECT	GO:0030177~positive regulation of Wnt signaling pathway	3	0.32786885245901637	0.09781009217977585	Q9UPN3, Q3TKT4, Q06486	158	5	1414	5.369620253164557	1.0	0.9994839627031955	80.14947563042662
