NC_035780.1	2541726	2541728	-54	NC_035780.1	2538956	2541769
NC_035780.1	4288213	4288215	-58	NC_035780.1	4288129	4288231
NC_035780.1	17488958	17488960	-57	NC_035780.1	17488943	17489179
NC_035780.1	22177828	22177830	-51	NC_035780.1	22154687	22178241
NC_035780.1	25858297	25858299	-51	NC_035780.1	25858282	25863049
NC_035780.1	31302904	31302906	-60	NC_035780.1	31302842	31303152
NC_035780.1	31302934	31302936	-58	NC_035780.1	31302842	31303152
NC_035780.1	32717030	32717032	-52	NC_035780.1	32716796	32717180
NC_035780.1	35969128	35969130	-53	NC_035780.1	35969071	35986499
NC_035780.1	57337100	57337102	-54	NC_035780.1	57336211	57338140
NC_035781.1	631436	631438	-60	NC_035781.1	631290	631460
NC_035781.1	1874187	1874189	-51	NC_035781.1	1870071	1875893
NC_035781.1	10430444	10430446	-52	NC_035781.1	10429268	10430446
NC_035781.1	13281049	13281051	-51	NC_035781.1	13281011	13281750
NC_035781.1	20200244	20200246	-68	NC_035781.1	20200145	20200692
NC_035781.1	29765549	29765551	-51	NC_035781.1	29765543	29765633
NC_035781.1	42529448	42529450	-50	NC_035781.1	42511824	42534355
NC_035781.1	43054122	43054124	-60	NC_035781.1	43054065	43054149
NC_035781.1	45110203	45110205	-51	NC_035781.1	45110158	45110509
NC_035781.1	53364501	53364503	-58	NC_035781.1	53364400	53364507
NC_035781.1	53374025	53374027	-57	NC_035781.1	53373501	53374175
NC_035781.1	54716976	54716978	-52	NC_035781.1	54716698	54719096
NC_035781.1	59605796	59605798	-53	NC_035781.1	59605699	59605808
NC_035781.1	59696862	59696864	-51	NC_035781.1	59695962	59697486
NC_035781.1	59742649	59742651	-65	NC_035781.1	59742523	59743115
NC_035782.1	6675419	6675421	-50	NC_035782.1	6675062	6679236
NC_035782.1	34280754	34280756	-50	NC_035782.1	34274310	34292609
NC_035782.1	34498893	34498895	-55	NC_035782.1	34489971	34503555
NC_035782.1	34498895	34498897	-71	NC_035782.1	34489971	34503555
NC_035782.1	49575756	49575758	-61	NC_035782.1	49575447	49576142
NC_035783.1	8555952	8555954	-59	NC_035783.1	8555746	8556699
NC_035783.1	22609860	22609862	-56	NC_035783.1	22608959	22609952
NC_035783.1	23674165	23674167	-62	NC_035783.1	23659691	23674702
NC_035783.1	26034430	26034432	-52	NC_035783.1	26033585	26035525
NC_035783.1	32417238	32417240	-60	NC_035783.1	32415957	32424080
NC_035783.1	42295607	42295609	-51	NC_035783.1	42295591	42296278
NC_035783.1	48434286	48434288	-53	NC_035783.1	48433950	48437145
NC_035783.1	49079096	49079098	-50	NC_035783.1	49076439	49079112
NC_035783.1	57925335	57925337	-58	NC_035783.1	57925320	57925968
NC_035784.1	1924233	1924235	-53	NC_035784.1	1923872	1924386
NC_035784.1	2256854	2256856	-52	NC_035784.1	2256332	2256875
NC_035784.1	5236070	5236072	-53	NC_035784.1	5234343	5236598
NC_035784.1	8331780	8331782	-51	NC_035784.1	8330961	8333796
NC_035784.1	9477059	9477061	-55	NC_035784.1	9476298	9477687
NC_035784.1	10016144	10016146	-56	NC_035784.1	10016130	10016464
NC_035784.1	14247055	14247057	-59	NC_035784.1	14245390	14247528
NC_035784.1	14259080	14259082	-50	NC_035784.1	14257504	14262620
NC_035784.1	21410057	21410059	-59	NC_035784.1	21407846	21410338
NC_035784.1	21410064	21410066	-56	NC_035784.1	21407846	21410338
NC_035784.1	22572278	22572280	-57	NC_035784.1	22571219	22572803
NC_035784.1	33375189	33375191	-54	NC_035784.1	33374578	33378166
NC_035784.1	42103145	42103147	-63	NC_035784.1	42101993	42123101
NC_035784.1	47479564	47479566	-51	NC_035784.1	47479046	47479709
NC_035784.1	50083563	50083565	-51	NC_035784.1	50083549	50084077
NC_035784.1	53991051	53991053	-51	NC_035784.1	53985312	53992886
NC_035784.1	53991914	53991916	-52	NC_035784.1	53985312	53992886
NC_035784.1	55154349	55154351	-51	NC_035784.1	55153803	55154785
NC_035784.1	57163870	57163872	-63	NC_035784.1	57163758	57164171
NC_035784.1	65903450	65903452	-51	NC_035784.1	65903419	65904186
NC_035784.1	69554490	69554492	-72	NC_035784.1	69553692	69554810
NC_035784.1	75291846	75291848	-75	NC_035784.1	75291725	75294828
NC_035784.1	75314857	75314859	-51	NC_035784.1	75314814	75315124
NC_035784.1	82548250	82548252	-57	NC_035784.1	82547217	82550141
NC_035784.1	85967658	85967660	-58	NC_035784.1	85967055	85968173
NC_035784.1	86309404	86309406	-50	NC_035784.1	86307927	86310482
NC_035784.1	91582932	91582934	-53	NC_035784.1	91581416	91583149
NC_035784.1	95098213	95098215	-50	NC_035784.1	95097530	95098887
NC_035786.1	41858571	41858573	-50	NC_035786.1	41858067	41858588
NC_035786.1	43236837	43236839	-53	NC_035786.1	43236820	43238412
NC_035786.1	49056851	49056853	-57	NC_035786.1	49056661	49056871
NC_035787.1	43903510	43903512	-52	NC_035787.1	43903212	43903638
NC_035787.1	45643698	45643700	-54	NC_035787.1	45643458	45644303
NC_035787.1	45658936	45658938	-56	NC_035787.1	45658903	45659627
NC_035787.1	47787950	47787952	-63	NC_035787.1	47787780	47788690
NC_035787.1	48392396	48392398	-51	NC_035787.1	48391093	48392404
NC_035787.1	52112610	52112612	-51	NC_035787.1	52112565	52113318
NC_035787.1	52788269	52788271	-65	NC_035787.1	52787238	52789733
NC_035787.1	54271741	54271743	-58	NC_035787.1	54270797	54272875
NC_035787.1	60366842	60366844	-51	NC_035787.1	60364912	60368558
NC_035787.1	61149801	61149803	-53	NC_035787.1	61148711	61151761
NC_035787.1	61911189	61911191	-50	NC_035787.1	61911050	61911632
NC_035788.1	26653090	26653092	-67	NC_035788.1	26651450	26658999
NC_035788.1	46234973	46234975	-83	NC_035788.1	46234895	46235276
NC_035788.1	56052703	56052705	-73	NC_035788.1	56052354	56053171
NC_035788.1	68202687	68202689	-50	NC_035788.1	68201759	68202824
NC_035788.1	71420685	71420687	-59	NC_035788.1	71418849	71423357
NC_035788.1	71421195	71421197	-58	NC_035788.1	71418849	71423357
NC_035788.1	71422114	71422116	-64	NC_035788.1	71418849	71423357
NC_035788.1	76583487	76583489	-58	NC_035788.1	76582764	76583536
NC_035788.1	90709051	90709053	-54	NC_035788.1	90708996	90709941
NC_035789.1	1152812	1152814	-61	NC_035789.1	1149406	1161542
NC_035789.1	9445653	9445655	-65	NC_035789.1	9445272	9447330
