NC_035780.1	8832968	8833968	NC_035780.1	8833124	8833126	60	2
NC_035780.1	58134923	58135923	NC_035780.1	58135767	58135769	74	2
NC_035781.1	31149663	31150663	NC_035781.1	31150010	31150012	53	2
NC_035782.1	4729317	4730317	NC_035782.1	4729348	4729350	55	2
NC_035782.1	4729322	4730322	NC_035782.1	4729348	4729350	55	2
NC_035783.1	19545403	19546403	NC_035783.1	19545473	19545475	50	2
NC_035783.1	45068784	45069784	NC_035783.1	45068802	45068804	52	2
NC_035783.1	57930863	57931863	NC_035783.1	57931740	57931742	50	2
NC_035784.1	26799941	26800941	NC_035784.1	26800339	26800341	66	2
NC_035784.1	57514330	57515330	NC_035784.1	57514692	57514694	53	2
NC_035785.1	17356174	17357174	NC_035785.1	17356834	17356836	58	2
NC_035785.1	17356180	17357180	NC_035785.1	17356834	17356836	58	2
NC_035785.1	17356182	17357182	NC_035785.1	17356834	17356836	58	2
NC_035785.1	17356182	17357182	NC_035785.1	17356834	17356836	58	2
NC_035785.1	17356182	17357182	NC_035785.1	17356834	17356836	58	2
NC_035785.1	17356182	17357182	NC_035785.1	17356834	17356836	58	2
NC_035785.1	17356186	17357186	NC_035785.1	17356834	17356836	58	2
NC_035786.1	33053514	33054514	NC_035786.1	33053638	33053640	50	2
NC_035787.1	47280162	47281162	NC_035787.1	47281092	47281094	50	2
NC_035787.1	55930409	55931409	NC_035787.1	55930618	55930620	52	2
NC_035787.1	55930409	55931409	NC_035787.1	55930618	55930620	52	2
NC_035787.1	55930409	55931409	NC_035787.1	55930618	55930620	52	2
NC_035787.1	55930409	55931409	NC_035787.1	55930618	55930620	52	2
NC_035787.1	55930409	55931409	NC_035787.1	55930618	55930620	52	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
NC_035787.1	72590263	72591263	NC_035787.1	72590356	72590358	63	2
