NC_035780.1	13578	14594	NC_035780.1	571100	571200	DMR	58	556507
NC_035780.1	28961	33324	NC_035780.1	571100	571200	DMR	58	537777
NC_035780.1	43111	66897	NC_035780.1	571100	571200	DMR	58	504204
NC_035780.1	85606	95254	NC_035780.1	571100	571200	DMR	58	475847
NC_035780.1	99840	106460	NC_035780.1	571100	571200	DMR	58	464641
NC_035780.1	108305	110077	NC_035780.1	571100	571200	DMR	58	461024
NC_035780.1	151859	157536	NC_035780.1	571100	571200	DMR	58	413565
NC_035780.1	163809	183798	NC_035780.1	571100	571200	DMR	58	387303
NC_035780.1	164820	166793	NC_035780.1	571100	571200	DMR	58	404308
NC_035780.1	169468	170178	NC_035780.1	571100	571200	DMR	58	400923
NC_035780.1	190449	193594	NC_035780.1	571100	571200	DMR	58	377507
NC_035780.1	204243	207743	NC_035780.1	571100	571200	DMR	58	363358
NC_035780.1	214891	215322	NC_035780.1	571100	571200	DMR	58	355779
NC_035780.1	219451	225076	NC_035780.1	571100	571200	DMR	58	346025
NC_035780.1	227734	231964	NC_035780.1	571100	571200	DMR	58	339137
NC_035780.1	232863	240144	NC_035780.1	571100	571200	DMR	58	330957
NC_035780.1	245532	253042	NC_035780.1	571100	571200	DMR	58	318059
NC_035780.1	258108	272839	NC_035780.1	571100	571200	DMR	58	298262
NC_035780.1	273173	278473	NC_035780.1	571100	571200	DMR	58	292628
NC_035780.1	281547	293861	NC_035780.1	571100	571200	DMR	58	277240
NC_035780.1	297131	311654	NC_035780.1	571100	571200	DMR	58	259447
NC_035780.1	315522	340261	NC_035780.1	571100	571200	DMR	58	230840
NC_035780.1	341638	349379	NC_035780.1	571100	571200	DMR	58	221722
NC_035780.1	349425	360957	NC_035780.1	571100	571200	DMR	58	210144
NC_035780.1	366837	370670	NC_035780.1	571100	571200	DMR	58	200431
NC_035780.1	372174	376974	NC_035780.1	571100	571200	DMR	58	194127
NC_035780.1	380454	392035	NC_035780.1	571100	571200	DMR	58	179066
NC_035780.1	394983	409280	NC_035780.1	571100	571200	DMR	58	161821
NC_035780.1	409477	415627	NC_035780.1	571100	571200	DMR	58	155474
NC_035780.1	444907	453310	NC_035780.1	571100	571200	DMR	58	117791
NC_035780.1	485479	500367	NC_035780.1	571100	571200	DMR	58	70734
NC_035780.1	502147	508829	NC_035780.1	571100	571200	DMR	58	62272
NC_035780.1	511797	526500	NC_035780.1	571100	571200	DMR	58	44601
NC_035780.1	526525	542191	NC_035780.1	571100	571200	DMR	58	28910
NC_035780.1	527850	534541	NC_035780.1	571100	571200	DMR	58	36560
NC_035780.1	544088	573497	NC_035780.1	571100	571200	DMR	58	0
NC_035780.1	573630	585444	NC_035780.1	571100	571200	DMR	58	-2431
NC_035780.1	604924	622983	NC_035780.1	571100	571200	DMR	58	-33725
NC_035780.1	625970	662443	NC_035780.1	571100	571200	DMR	58	-54771
NC_035780.1	663525	671754	NC_035780.1	571100	571200	DMR	58	-92326
NC_035780.1	671959	675504	NC_035780.1	571100	571200	DMR	58	-100760
NC_035780.1	682820	730982	NC_035780.1	571100	571200	DMR	58	-111621
NC_035780.1	686400	724737	NC_035780.1	571100	571200	DMR	58	-115201
NC_035780.1	731072	776437	NC_035780.1	571100	571200	DMR	58	-159873
NC_035780.1	777050	782032	NC_035780.1	571100	571200	DMR	58	-205851
NC_035780.1	786318	790538	NC_035780.1	571100	571200	DMR	58	-215119
NC_035780.1	790827	792748	NC_035780.1	571100	571200	DMR	58	-219628
NC_035780.1	794545	800915	NC_035780.1	571100	571200	DMR	58	-223346
NC_035780.1	802779	829369	NC_035780.1	571100	571200	DMR	58	-231580
NC_035780.1	831309	836828	NC_035780.1	571100	571200	DMR	58	-260110
NC_035780.1	841204	844397	NC_035780.1	571100	571200	DMR	58	-270005
NC_035780.1	848082	854748	NC_035780.1	571100	571200	DMR	58	-276883
NC_035780.1	860083	865303	NC_035780.1	571100	571200	DMR	58	-288884
NC_035780.1	866950	870208	NC_035780.1	571100	571200	DMR	58	-295751
NC_035780.1	873286	876502	NC_035780.1	571100	571200	DMR	58	-302087
NC_035780.1	884611	885996	NC_035780.1	571100	571200	DMR	58	-313412
NC_035780.1	886637	897738	NC_035780.1	571100	571200	DMR	58	-315438
NC_035780.1	900326	903430	NC_035780.1	571100	571200	DMR	58	-329127
NC_035780.1	904241	905671	NC_035780.1	571100	571200	DMR	58	-333042
NC_035780.1	908503	921086	NC_035780.1	571100	571200	DMR	58	-337304
NC_035780.1	921228	923103	NC_035780.1	571100	571200	DMR	58	-350029
NC_035780.1	927409	934670	NC_035780.1	571100	571200	DMR	58	-356210
NC_035780.1	938662	951816	NC_035780.1	571100	571200	DMR	58	-367463
NC_035780.1	957967	963094	NC_035780.1	571100	571200	DMR	58	-386768
NC_035780.1	962702	964602	NC_035780.1	571100	571200	DMR	58	-391503
NC_035780.1	970363	981628	NC_035780.1	571100	571200	DMR	58	-399164
NC_035780.1	984471	995318	NC_035780.1	571100	571200	DMR	58	-413272
NC_035780.1	995489	1008165	NC_035780.1	571100	571200	DMR	58	-424290
NC_035780.1	1038480	1053423	NC_035780.1	571100	571200	DMR	58	-467281
NC_035780.1	1101448	1190874	NC_035780.1	571100	571200	DMR	58	-530249
NC_035780.1	1229194	1261514	NC_035780.1	1885000	1885100	DMR	50	623487
NC_035780.1	1280831	1282416	NC_035780.1	1885000	1885100	DMR	50	602585
NC_035780.1	1321893	1323311	NC_035780.1	1885000	1885100	DMR	50	561690
NC_035780.1	1332677	1336216	NC_035780.1	1885000	1885100	DMR	50	548785
NC_035780.1	1357834	1359771	NC_035780.1	1885000	1885100	DMR	50	525230
NC_035780.1	1389975	1399847	NC_035780.1	1885000	1885100	DMR	50	485154
NC_035780.1	1432944	1458091	NC_035780.1	1885000	1885100	DMR	50	426910
NC_035780.1	1449970	1456485	NC_035780.1	1885000	1885100	DMR	50	428516
NC_035780.1	1503802	1513830	NC_035780.1	1885000	1885100	DMR	50	371171
NC_035780.1	1513765	1522483	NC_035780.1	1885000	1885100	DMR	50	362518
NC_035780.1	1543472	1545772	NC_035780.1	1885000	1885100	DMR	50	339229
NC_035780.1	1547067	1548720	NC_035780.1	1885000	1885100	DMR	50	336281
NC_035780.1	1575100	1575558	NC_035780.1	1885000	1885100	DMR	50	309443
NC_035780.1	1584884	1591482	NC_035780.1	1885000	1885100	DMR	50	293519
NC_035780.1	1630358	1641055	NC_035780.1	1885000	1885100	DMR	50	243946
NC_035780.1	1674069	1678920	NC_035780.1	1885000	1885100	DMR	50	206081
NC_035780.1	1720303	1741095	NC_035780.1	1885000	1885100	DMR	50	143906
NC_035780.1	1763699	1778839	NC_035780.1	1885000	1885100	DMR	50	106162
NC_035780.1	1821446	1834660	NC_035780.1	1885000	1885100	DMR	50	50341
NC_035780.1	1838755	1841281	NC_035780.1	1885000	1885100	DMR	50	43720
NC_035780.1	1840607	1842557	NC_035780.1	1885000	1885100	DMR	50	42444
NC_035780.1	1848220	1849477	NC_035780.1	1885000	1885100	DMR	50	35524
NC_035780.1	1856841	1863697	NC_035780.1	1885000	1885100	DMR	50	21304
NC_035780.1	1874661	1878188	NC_035780.1	1885000	1885100	DMR	50	6813
NC_035780.1	1878806	1881983	NC_035780.1	1885000	1885100	DMR	50	3018
NC_035780.1	1882143	1890106	NC_035780.1	1885000	1885100	DMR	50	0
NC_035780.1	1892805	1898535	NC_035780.1	1885000	1885100	DMR	50	-7706
NC_035780.1	1919019	1926830	NC_035780.1	1933500	1933600	DMR	53	6671
NC_035780.1	1928718	1940217	NC_035780.1	1933500	1933600	DMR	53	0
NC_035780.1	1940413	1952761	NC_035780.1	1933500	1933600	DMR	53	-6814
NC_035780.1	1955555	1981097	NC_035780.1	1933500	1933600	DMR	53	-21956
NC_035780.1	1982711	1993041	NC_035780.1	1933500	1933600	DMR	53	-49112
NC_035780.1	1995230	1997350	NC_035780.1	1933500	1933600	DMR	53	-61631
NC_035780.1	1997841	1998704	NC_035780.1	1933500	1933600	DMR	53	-64242
NC_035780.1	2002152	2007805	NC_035780.1	1933500	1933600	DMR	53	-68553
NC_035780.1	2008426	2020602	NC_035780.1	1933500	1933600	DMR	53	-74827
NC_035780.1	2025787	2028053	NC_035780.1	1933500	1933600	DMR	53	-92188
NC_035780.1	2028071	2046722	NC_035780.1	1933500	1933600	DMR	53	-94472
NC_035780.1	2060215	2063945	NC_035780.1	1933500	1933600	DMR	53	-126616
NC_035780.1	2063986	2067024	NC_035780.1	1933500	1933600	DMR	53	-130387
NC_035780.1	2071890	2139231	NC_035780.1	1933500	1933600	DMR	53	-138291
NC_035780.1	2161223	2166803	NC_035780.1	1933500	1933600	DMR	53	-227624
