NC_035780.1	8833124	8833126	NC_035780.1	8833124	8833126	60
NC_035780.1	55484705	55484707	NC_035780.1	55484705	55484707	-52
NC_035780.1	55484705	55484707	NC_035780.1	55484705	55484707	-52
NC_035780.1	58135767	58135769	NC_035780.1	58135767	58135769	74
NC_035781.1	7626510	7626512	NC_035781.1	7626510	7626512	-56
NC_035781.1	7626510	7626512	NC_035781.1	7626510	7626512	-56
NC_035781.1	30789623	30789625	NC_035781.1	30789623	30789625	-57
NC_035781.1	31150010	31150012	NC_035781.1	31150010	31150012	53
NC_035782.1	4729348	4729350	NC_035782.1	4729348	4729350	55
NC_035782.1	4729348	4729350	NC_035782.1	4729348	4729350	55
NC_035782.1	6685343	6685345	NC_035782.1	6685343	6685345	-68
NC_035782.1	6685349	6685351	NC_035782.1	6685349	6685351	-50
NC_035782.1	6897406	6897408	NC_035782.1	6897406	6897408	-53
NC_035782.1	72205396	72205398	NC_035782.1	72205396	72205398	-55
NC_035782.1	72205396	72205398	NC_035782.1	72205396	72205398	-55
NC_035783.1	11164219	11164221	NC_035783.1	11164219	11164221	-62
NC_035783.1	19545473	19545475	NC_035783.1	19545473	19545475	50
NC_035783.1	45068802	45068804	NC_035783.1	45068802	45068804	52
NC_035783.1	50075652	50075654	NC_035783.1	50075652	50075654	-52
NC_035783.1	57931740	57931742	NC_035783.1	57931740	57931742	50
NC_035784.1	26800339	26800341	NC_035784.1	26800339	26800341	66
NC_035784.1	52581362	52581364	NC_035784.1	52581362	52581364	-72
NC_035784.1	52581683	52581685	NC_035784.1	52581683	52581685	-59
NC_035784.1	52581362	52581364	NC_035784.1	52581362	52581364	-72
NC_035784.1	52581683	52581685	NC_035784.1	52581683	52581685	-59
NC_035784.1	57514692	57514694	NC_035784.1	57514692	57514694	53
NC_035784.1	92841543	92841545	NC_035784.1	92841543	92841545	-56
NC_035785.1	17356834	17356836	NC_035785.1	17356834	17356836	58
NC_035785.1	17356834	17356836	NC_035785.1	17356834	17356836	58
NC_035785.1	17356834	17356836	NC_035785.1	17356834	17356836	58
NC_035785.1	17356834	17356836	NC_035785.1	17356834	17356836	58
NC_035785.1	17356834	17356836	NC_035785.1	17356834	17356836	58
NC_035785.1	17356834	17356836	NC_035785.1	17356834	17356836	58
NC_035785.1	17356834	17356836	NC_035785.1	17356834	17356836	58
NC_035785.1	32529155	32529157	NC_035785.1	32529155	32529157	-50
NC_035785.1	32529155	32529157	NC_035785.1	32529155	32529157	-50
NC_035785.1	32529155	32529157	NC_035785.1	32529155	32529157	-50
NC_035785.1	32529155	32529157	NC_035785.1	32529155	32529157	-50
NC_035786.1	33053638	33053640	NC_035786.1	33053638	33053640	50
NC_035787.1	47281092	47281094	NC_035787.1	47281092	47281094	50
NC_035787.1	55630869	55630871	NC_035787.1	55630869	55630871	-59
NC_035787.1	55930618	55930620	NC_035787.1	55930618	55930620	52
NC_035787.1	55930618	55930620	NC_035787.1	55930618	55930620	52
NC_035787.1	55930618	55930620	NC_035787.1	55930618	55930620	52
NC_035787.1	55930618	55930620	NC_035787.1	55930618	55930620	52
NC_035787.1	55930618	55930620	NC_035787.1	55930618	55930620	52
NC_035787.1	59437352	59437354	NC_035787.1	59437352	59437354	-58
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
NC_035787.1	72590356	72590358	NC_035787.1	72590356	72590358	63
