NC_035780.1	55484705	55484707	NC_035780.1	55484705	55484707	-52
NC_035780.1	55484705	55484707	NC_035780.1	55484705	55484707	-52
NC_035781.1	7626510	7626512	NC_035781.1	7626510	7626512	-56
NC_035781.1	7626510	7626512	NC_035781.1	7626510	7626512	-56
NC_035781.1	30789623	30789625	NC_035781.1	30789623	30789625	-57
NC_035782.1	6685343	6685345	NC_035782.1	6685343	6685345	-68
NC_035782.1	6685349	6685351	NC_035782.1	6685349	6685351	-50
NC_035782.1	6897406	6897408	NC_035782.1	6897406	6897408	-53
NC_035782.1	72205396	72205398	NC_035782.1	72205396	72205398	-55
NC_035782.1	72205396	72205398	NC_035782.1	72205396	72205398	-55
NC_035783.1	11164219	11164221	NC_035783.1	11164219	11164221	-62
NC_035783.1	50075652	50075654	NC_035783.1	50075652	50075654	-52
NC_035784.1	52581362	52581364	NC_035784.1	52581362	52581364	-72
NC_035784.1	52581683	52581685	NC_035784.1	52581683	52581685	-59
NC_035784.1	52581362	52581364	NC_035784.1	52581362	52581364	-72
NC_035784.1	52581683	52581685	NC_035784.1	52581683	52581685	-59
NC_035784.1	92841543	92841545	NC_035784.1	92841543	92841545	-56
NC_035785.1	32529155	32529157	NC_035785.1	32529155	32529157	-50
NC_035785.1	32529155	32529157	NC_035785.1	32529155	32529157	-50
NC_035785.1	32529155	32529157	NC_035785.1	32529155	32529157	-50
NC_035785.1	32529155	32529157	NC_035785.1	32529155	32529157	-50
NC_035787.1	55630869	55630871	NC_035787.1	55630869	55630871	-59
NC_035787.1	59437352	59437354	NC_035787.1	59437352	59437354	-58
