Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	78	23.49397590361446	0.004502194593914111	Q8JHV9, Q9UPN3, Q5F485, Q9UHD2, Q83F39, Q767L0, P70531, A4IF63, Q9BQI6, O75691, Q92621, P35570, Q9BYB0, Q9W596, Q6DC04, Q06AA4, Q8BZH4, O75912, Q5SUV2, Q9WV48, P21580, Q8NE09, Q01105, Q864U1, O61577, B9EJR8, P21333, Q502W6, P11881, B4NKI9, O95613, O42249, Q9DAX9, Q9Y4B6, Q9UGM3, Q74FW6, Q5PQN1, D2GXS7, Q91V92, Q93075, Q8K4K5, P51610, Q96N23, D3YXG0, Q1HE26, Q6NXA9, Q9R095, Q2EMV9, G3UZ78, Q8WXX0, Q8C2S5, Q460N5, Q8BGF7, Q07157, O08560, O75382, Q9UPY6, Q9BTW9, Q9Y2M2, O35261, Q91XQ0, Q96I24, Q9D7V9, Q7ZXB5, Q86UV5, Q7RX33, Q14315, O97758, Q5ZJ85, F1LZF0, Q13485, Q8N7X0, Q96AY4, P14618, Q8I8U7, Q9Y620, Q5EAJ7, Q8UVD9	160	1208	3162	1.276055463576159	0.6457820221623537	0.6457820221623537	5.620881516799814
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	35	10.542168674698797	0.009449382956568001	Q9UPN3, Q96D71, Q96QE2, Q8CGS4, E1C2U2, Q91V92, Q8K4K5, P35570, Q9BYB0, Q86WV6, O18023, O75912, Q9WV48, Q07157, O08560, O95980, P20693, Q8NE09, Q864U1, P20241, Q9H1K0, Q6Q0C0, P21333, Q4PZA2, A1A4L0, Q9VEN1, Q14315, Q94B65, O54916, O97758, P11881, O75581, P14618, Q2PZL6, Q80T23	160	456	3162	1.5168585526315788	0.8873750126452358	0.6644035349489448	11.460467661681239
GOTERM_CC_DIRECT	GO:0016327~apicolateral plasma membrane	3	0.9036144578313252	0.022728123146321937	Q7KRY7, O97758, Q07157	160	5	3162	11.8575	0.9949470817782513	0.8284012618912714	25.527956196761625
GOTERM_CC_DIRECT	GO:0005923~bicellular tight junction	5	1.5060240963855422	0.034087830160726	Q7KRY7, O97758, Q9BTW9, P20241, Q07157	160	25	3162	3.9525	0.9996567135028467	0.8638824322172151	35.89465718554703
GOTERM_CC_DIRECT	GO:0031463~Cul3-RING ubiquitin ligase complex	4	1.2048192771084338	0.0504881466148792	O94889, E7F6F9, F1LZF0, Q5U374	160	17	3162	4.6499999999999995	0.9999933151778203	0.9077390394464319	48.531014116860106
GOTERM_CC_DIRECT	GO:0043197~dendritic spine	4	1.2048192771084338	0.058419598194097526	Q9BYB0, Q07DZ5, O75912, Q9WV48	160	18	3162	4.391666666666667	0.9999990290331435	0.9004898454019518	53.77881419874788
GOTERM_CC_DIRECT	GO:0043025~neuronal cell body	7	2.108433734939759	0.06878519210986747	P11881, Q8K2K6, Q9W596, O75581, P21333, P51610, O75912	160	58	3162	2.3851293103448277	0.9999999238848905	0.9038238765420042	59.89426778494408
GOTERM_CC_DIRECT	GO:0005623~cell	4	1.2048192771084338	0.07590712879798668	P13667, Q91W90, Q9DAX9, P13808	160	20	3162	3.9525000000000006	0.9999999869805515	0.896646765308909	63.65372333198178
GOTERM_CC_DIRECT	GO:0005913~cell-cell adherens junction	6	1.8072289156626504	0.09722029133413886	Q9UPN3, O97758, P21333, P14618, P51610, Q07157	160	49	3162	2.419897959183673	0.9999999999392128	0.9267398263953066	73.05116570735318
GOTERM_CC_DIRECT	GO:0032444~activin responsive factor complex	2	0.6024096385542169	0.09805582385436733	Q1HE26, Q13485	160	2	3162	19.7625	0.9999999999508729	0.9068608759000825	73.3691821583896
GOTERM_CC_DIRECT	GO:0005921~gap junction	2	0.6024096385542169	0.09805582385436733	O97758, Q07157	160	2	3162	19.7625	0.9999999999508729	0.9068608759000825	73.3691821583896
