Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0051015~actin filament binding	6	1.8072289156626504	0.003584983791934399	Q14315, Q9UPN3, P21333, O18023, P61158, Q9VEN1	142	22	2866	5.504481434058899	0.6750604461096105	0.6750604461096105	4.715463268897846
GOTERM_MF_DIRECT	GO:0004842~ubiquitin-protein transferase activity	12	3.614457831325301	0.007159230558943611	O94889, P21580, Q864U1, F1LZF0, Q5PQN1, D2GXS7, Q5U374, Q6Q0C0, Q8IYU2, Q149N8, A4IF63, Q5ZHZ4	142	97	2866	2.4968781762741394	0.8944846667999791	0.6751687619701255	9.211171898317971
GOTERM_MF_DIRECT	GO:0008022~protein C-terminus binding	8	2.4096385542168677	0.011287435127808066	O08560, O75382, Q9D1J3, P11881, Q03468, Q9BYB0, Q07157, Q9WV48	142	51	2866	3.1659762496547916	0.9713630542792775	0.6940557945550412	14.158955513345095
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	12	3.614457831325301	0.01462045985012503	O54916, Q9UPN3, P11881, P20241, Q96D71, Q8BGQ6, P70531, Q8WXX0, Q2PZL6, Q5THR3, Q80T23, D3YXG0	142	107	2866	2.2635250756877716	0.9900480495340134	0.6841527852904403	17.970281232287753
GOTERM_MF_DIRECT	GO:0005515~protein binding	55	16.566265060240966	0.01569423834237483	Q7KRY7, Q9UPN3, Q9UHD2, Q9BQI6, O75691, Q9D1J3, Q92621, P35570, O75417, Q9BYB0, Q9W596, Q86WV6, O75912, Q9WV48, O94889, P21580, Q01105, O95980, Q9H1K0, Q6QI06, Q6Q0C0, P21333, Q8IYU2, O60244, P11881, P61158, O95613, Q9Y4B6, Q9DAX9, Q80T23, Q9UGM3, Q96D71, P51610, P13667, P22105, Q8BGF7, Q07157, O08560, O75382, Q9BTW9, O35261, Q96I24, Q149N8, Q14315, O95487, O54916, O97758, O43303, Q03468, Q13485, O75581, Q6UXP7, P14618, Q9Y620, Q2PZL6	142	852	2866	1.3028995569662103	0.9929254546581647	0.6285163475746551	19.164387198107637
GOTERM_MF_DIRECT	GO:0042054~histone methyltransferase activity	3	0.9036144578313252	0.021790385048071074	Q5ZKH3, B4NKI9, Q6DC04	142	5	2866	12.109859154929577	0.9989879703709901	0.6831413716130087	25.644207140067543
GOTERM_MF_DIRECT	GO:0016874~ligase activity	10	3.0120481927710845	0.025337441303588268	Q8JHV9, P21580, Q8NEG5, Q864U1, D2GXS7, Q6Q0C0, Q8IYU2, Q149N8, A4IF63, Q5ZHZ4	142	87	2866	2.3198963898332523	0.9996753685307818	0.6825851572885183	29.189708247573478
GOTERM_MF_DIRECT	GO:0003950~NAD+ ADP-ribosyltransferase activity	3	0.9036144578313252	0.05536843036591841	Q2EMV9, Q460N5, Q9VBP3	142	8	2866	7.568661971830986	0.9999999819220737	0.8923178851538831	53.51702060213894
GOTERM_MF_DIRECT	GO:0008270~zinc ion binding	19	5.72289156626506	0.059226333861476174	Q8JHV9, O75382, P21580, Q83F39, Q864U1, Q9Y6Q3, D2GXS7, Q9H1K0, Q6Q0C0, A4IF63, Q5ZHZ4, Q149N8, O95487, Q923W9, Q8NEG5, Q9BYB0, Q99MU0, Q20296, Q8K203	142	249	2866	1.5400757961423155	0.9999999949782781	0.8803610707749305	56.0063264878361
GOTERM_MF_DIRECT	GO:0030160~GKAP/Homer scaffold activity	2	0.6024096385542169	0.095990909854552	Q9BYB0, Q9WV48	142	2	2866	20.183098591549296	0.9999999999999809	0.9575176471872265	74.2635403842101
GOTERM_MF_DIRECT	GO:0030616~transforming growth factor beta receptor, common-partner cytoplasmic mediator activity	2	0.6024096385542169	0.095990909854552	Q1HE26, Q13485	142	2	2866	20.183098591549296	0.9999999999999809	0.9575176471872265	74.2635403842101
GOTERM_MF_DIRECT	GO:0019825~oxygen binding	2	0.6024096385542169	0.095990909854552	Q8N7X0, G3UZ78	142	2	2866	20.183098591549296	0.9999999999999809	0.9575176471872265	74.2635403842101
