solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_3	sp|O42248|GBLP_DANRE	82.46	171	30	0	1	513	35	205	7e-84	 309
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_5	sp|Q08013|SSRG_RAT	75.38	65	16	0	3	197	121	185	4e-23	 106
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_6	sp|P12234|MPCP_BOVIN	76.62	77	18	0	2	232	286	362	9e-21	99.4
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_9	sp|Q41629|ADT1_WHEAT	82.26	62	11	0	3	188	170	231	9e-24	 108
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_13	sp|Q3B7H1|GALD1_DANRE	54.22	83	38	0	22	270	131	213	4e-22	 103
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_23	sp|Q9GNE2|RL23_AEDAE	97.22	72	2	0	67	282	14	85	2e-33	 140
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_31	sp|B3EWZ9|HEPHL_ACRMI	56.59	129	53	1	2	379	26	154	4e-39	 159
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_31	sp|B3EWZ9|HEPHL_ACRMI	44.72	123	64	1	8	364	380	502	7e-26	 115
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_31	sp|B3EWZ9|HEPHL_ACRMI	44.53	128	65	3	11	376	732	859	2e-24	 111
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_32	sp|Q641Y2|NDUS2_RAT	88.03	117	14	0	2	352	334	450	5e-57	 219
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_37	sp|Q9D3D9|ATPD_MOUSE	56.10	123	54	0	2	370	46	168	2e-32	 138
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_39	sp|P10111|PPIA_RAT	78.76	113	24	0	55	393	1	113	2e-39	 160
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_40	sp|P49666|RL21_PIG	68.89	135	42	0	17	421	1	135	1e-52	 204
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_41	sp|Q3SZ90|RL13A_BOVIN	70.59	153	45	0	3	461	16	168	1e-58	 225
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_48	sp|P81004|VDAC2_XENLA	74.68	79	20	0	1	237	138	216	9e-32	 135
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_52	sp|Q4PMB3|RS4_IXOSC	77.61	67	15	0	3	203	72	138	5e-25	 113
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_57	sp|P00829|ATPB_BOVIN	90.84	382	35	0	3	1148	86	467	0.0	 649
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_59	sp|P62250|RS16_RAT	89.04	73	8	0	61	279	3	75	9e-31	 132
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_66	sp|Q4PMB3|RS4_IXOSC	79.10	67	14	0	24	224	3	69	2e-24	 111
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_68	sp|O01802|RL7_CAEEL	61.81	199	76	0	1	597	42	240	6e-74	 276
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_70	sp|P56597|NDK5_HUMAN	67.06	85	27	1	1	252	127	211	5e-29	 126
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_77	sp|P49393|RS13_XENLA	94.25	87	5	0	3	263	40	126	1e-40	 164
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_85	sp|P02993|EF1A_ARTSA	90.07	141	14	0	1	423	56	196	2e-69	 260
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_88	sp|O43776|SYNC_HUMAN	88.46	52	6	0	25	180	497	548	2e-24	 113
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_89	sp|Q5R4I9|DDX5_PONAB	79.38	97	19	1	3	293	385	480	1e-37	 156
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_90	sp|Q95M17|CHIA_BOVIN	52.63	133	63	0	2	400	240	372	2e-39	 160
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_99	sp|P00400|COX1_DROYA	81.33	75	14	0	24	248	262	336	5e-30	 129
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_100	sp|P29314|RS9_RAT	97.26	73	2	0	1	219	106	178	1e-34	 145
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_101	sp|Q7ZYS1|RL19_XENLA	77.30	141	32	0	1	423	47	187	5e-43	 172
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_111	sp|P08428|ATPA_XENLA	81.56	141	26	0	2	424	404	544	2e-58	 224
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_116	sp|Q03168|ASPP_AEDAE	65.70	207	71	0	3	623	131	337	4e-78	 290
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_122	sp|B3EWZ6|MLRP2_ACRMI	42.48	113	63	2	15	350	938	1049	7e-23	 105
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_133	sp|P49395|RS3A_APLCA	93.06	72	5	0	3	218	17	88	8e-32	 135
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_139	sp|Q8WR62|VERL_HALRU	44.72	123	64	3	3	362	3553	3674	5e-22	 103
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_147	sp|Q6TAW2|SERP2_MOUSE	77.78	63	14	0	96	284	1	63	2e-23	 108
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_155	sp|Q2YGT9|RL6_PIG	61.84	76	29	0	3	230	163	238	1e-21	 102
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_160	sp|Q642H9|RS4X_DANRE	78.46	65	14	0	1	195	195	259	7e-26	 115
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_165	sp|Q8ISP0|RS18_BRABE	84.85	99	15	0	39	335	2	100	3e-44	 177
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_168	sp|P42577|FRIS_LYMST	71.30	108	31	0	84	407	1	108	3e-38	 157
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_189	sp|Q62186|SSRD_MOUSE	47.33	131	69	0	2	394	28	158	2e-33	 140
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_193	sp|P12613|TCPA_DROME	89.29	112	12	0	5	340	414	525	2e-49	 194
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_196	sp|Q6IP09|PABPB_XENLA	92.31	65	5	0	119	313	1	65	1e-29	 128
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_198	sp|Q9NRX1|PNO1_HUMAN	81.32	91	17	0	2	274	71	161	1e-38	 158
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_204	sp|Q5R9L9|POMP_PONAB	50.44	113	56	0	5	343	29	141	8e-25	 112
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_218	sp|O13085|COX6A_ONCMY	62.86	70	25	1	5	211	29	98	1e-22	 105
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_222	sp|Q3SX11|NSA2_BOVIN	81.16	207	39	0	2	622	27	233	7e-97	 353
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_227	sp|P02301|H3C_MOUSE	100.00	70	0	0	1	210	67	136	2e-32	 138
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_233	sp|B0FWD3|NU5M_AEDAE	48.15	351	176	5	30	1073	190	537	1e-72	 274
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_242	sp|Q90Z10|RL13_DANRE	73.45	113	30	0	25	363	11	123	1e-43	 174
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_252	sp|P00764|TRYP_SQUAC	38.29	222	121	7	144	809	7	212	2e-35	 149
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_259	sp|P30163|ACT2_ONCVO	98.42	253	4	0	1	759	32	284	2e-142	 504
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_261	sp|O61998|HSP90_BRUPA	80.00	60	12	0	3	182	153	212	2e-21	 100
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_265	sp|Q5RE15|PSMD8_PONAB	82.05	78	14	0	5	238	116	193	1e-26	 118
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_268	sp|Q9GP32|ALF_ECHMU	71.97	239	67	0	72	788	1	239	4e-98	 357
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_273	sp|P49609|ACON_GRAGA	73.91	92	24	0	3	278	655	746	2e-35	 147
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_275	sp|Q26636|CATL_SARPE	65.31	147	50	1	1	438	180	326	3e-56	 216
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_276	sp|Q9TU53|CUBN_CANLF	35.76	151	86	1	33	452	1891	2041	7e-23	 106
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_283	sp|O75096|LRP4_HUMAN	50.00	180	75	6	55	555	148	325	8e-33	 140
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_283	sp|O75096|LRP4_HUMAN	46.41	181	86	5	52	567	109	287	3e-30	 131
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_283	sp|O75096|LRP4_HUMAN	43.02	179	89	4	55	555	27	204	9e-26	 116
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_288	sp|Q8N0N3|BGBP_PENMO	54.55	110	36	5	2	304	89	193	4e-23	 106
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_304	sp|P47826|RLA0_CHICK	74.91	275	69	0	95	919	1	275	9e-118	 423
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_306	sp|O96827|EF1B_DROME	72.73	99	27	0	1	297	117	215	5e-38	 156
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_323	sp|P62972|UBIQP_XENLA	100.00	76	0	0	1	228	13	88	2e-36	 151
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_323	sp|P62972|UBIQP_XENLA	100.00	76	0	0	1	228	89	164	2e-36	 151
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_326	sp|P41105|RL28_MOUSE	61.86	118	45	0	1	354	11	128	2e-28	 124
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_330	sp|Q5R7W2|MPCP_PONAB	79.23	130	27	0	39	428	44	173	7e-59	 225
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_343	sp|Q95332|BHMT1_PIG	36.17	188	114	2	30	581	4	189	4e-28	 124
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_349	sp|P17050|NAGAB_HUMAN	57.69	78	29	1	3	224	141	218	2e-21	 100
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_350	sp|O75594|PGRP1_HUMAN	42.86	161	91	1	2	481	33	193	8e-39	 159
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_354	sp|O42259|G3P_ONCMY	75.00	64	16	0	41	232	6	69	3e-23	 107
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_363	sp|P62718|RL18A_RAT	70.30	101	30	0	18	320	15	115	5e-38	 156
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_364	sp|P27080|ADT_CHLRE	70.00	80	24	0	3	242	81	160	2e-22	 104
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_371	sp|Q5RDI2|HSBP1_PONAB	81.67	60	11	0	62	241	4	63	3e-21	 100
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_372	sp|P42577|FRIS_LYMST	78.69	122	26	0	135	500	1	122	7e-52	 202
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_374	sp|Q6P378|ACTG_XENTR	98.53	68	1	0	1	204	285	352	2e-32	 137
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_376	sp|Q92113|CP17A_SQUAC	48.67	113	57	1	3	338	361	473	1e-25	 115
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_380	sp|P29361|1433Z_SHEEP	84.71	85	13	0	3	257	160	244	8e-35	 145
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_381	sp|Q90YV2|RL15_ICTPU	91.67	108	9	0	64	387	1	108	1e-42	 171
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_385	sp|P62315|SMD1_MOUSE	78.95	95	18	2	1	282	14	107	1e-25	 115
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_399	sp|P49149|RL3_TOXCA	90.41	73	7	0	2	220	214	286	6e-27	 119
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_411	sp|Q5RC35|EMC4_PONAB	57.83	166	65	3	12	497	13	177	1e-46	 186
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_413	sp|O47431|CYB_BRAFL	73.51	151	40	0	1	453	153	303	3e-53	 207
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_414	sp|P13060|EF2_DROME	81.15	122	22	1	2	367	45	165	2e-42	 170
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_420	sp|P28648|CD63_RAT	35.20	196	120	3	99	674	3	195	7e-21	 100
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_429	sp|Q9TGE6|COX1_LOLFO	82.35	85	15	0	3	257	53	137	7e-26	 115
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_440	sp|P00125|CY1_BOVIN	71.71	152	43	0	3	458	171	322	1e-64	 246
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_467	sp|Q9JLB4|CUBN_MOUSE	35.29	238	142	8	5	703	1620	1850	1e-34	 147
solid0078_20110412_FRAG_BC_WHITE_WHITE_F3_QV_SE_trimmed_contig_467	sp|Q9JLB4|CUBN_MOUSE	34.93	229	134	5	44	694	1863	2088	3e-31	 135
